"LINESTOPID","STOPSEQUENCE","ORIENTATION","LINEID","STOPID","PLANVERSIONID","LINEVARIANT","REGISTERDATE","LINEVARIANTTYPE","PLANVERSIONID","ACTIVATIONDATE","CREATIONDATE"
1455298,19,1,2121,513163,241,16,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455299,20,1,2121,513165,241,16,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1455300,21,1,2121,504008,241,16,2018-05-14 22:55:38.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457796,24,0,2521,513226,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457797,25,0,2521,513249,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457798,26,0,2521,513205,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457799,27,0,2521,512115,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457800,28,0,2521,512054,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457801,29,0,2521,512194,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457802,30,0,2521,512195,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457803,31,0,2521,512057,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457804,32,0,2521,512111,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457805,33,0,2521,502401,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457806,1,0,2524,512022,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457807,2,0,2524,512023,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457808,3,0,2524,502350,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457809,4,0,2524,500600,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457810,5,0,2524,500800,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457811,6,0,2524,500851,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457812,7,0,2524,500951,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457813,8,0,2524,501403,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457814,9,0,2524,502950,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457815,10,0,2524,502900,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457816,11,0,2524,518045,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457817,12,0,2524,518046,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457818,13,0,2524,518194,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457819,14,0,2524,518036,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457820,15,0,2524,518034,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457821,16,0,2524,516266,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457822,17,0,2524,516267,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457823,18,0,2524,516244,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457824,19,0,2524,516245,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457825,20,0,2524,516093,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457826,21,0,2524,516268,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457827,22,0,2524,516089,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457828,23,0,2524,515161,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457829,24,0,2524,516085,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457830,25,0,2524,515146,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457831,26,0,2524,515171,241,2,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457832,1,1,2524,515171,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457833,2,1,2524,515003,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457834,3,1,2524,516103,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457835,4,1,2524,515087,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457836,5,1,2524,515088,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457837,6,1,2524,515054,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457838,7,1,2524,516080,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457839,8,1,2524,516083,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457840,9,1,2524,516086,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457841,10,1,2524,516087,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457842,11,1,2524,516097,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457843,12,1,2524,515139,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457844,13,1,2524,515140,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457845,14,1,2524,515028,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457846,15,1,2524,516081,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457847,16,1,2524,516082,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457848,17,1,2524,515064,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457849,18,1,2524,515153,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457850,19,1,2524,516088,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457851,20,1,2524,516090,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457852,21,1,2524,516092,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457853,22,1,2524,516094,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457854,23,1,2524,516096,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457855,24,1,2524,516264,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457856,25,1,2524,518033,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457857,26,1,2524,518035,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457858,27,1,2524,518037,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457859,28,1,2524,518083,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457860,29,1,2524,518084,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457861,30,1,2524,518085,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457862,31,1,2524,502901,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457863,32,1,2524,502951,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457864,33,1,2524,501452,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457865,34,1,2524,501501,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457866,35,1,2524,501551,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457867,36,1,2524,500603,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457868,37,1,2524,502351,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457869,38,1,2524,512020,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457870,39,1,2524,512021,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457871,40,1,2524,512022,241,3,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457872,1,0,2524,512022,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457873,2,0,2524,512023,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457874,3,0,2524,502350,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457875,4,0,2524,500600,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457876,5,0,2524,500800,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457877,6,0,2524,500851,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457878,7,0,2524,500951,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457879,8,0,2524,501403,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457880,9,0,2524,502950,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457881,10,0,2524,502900,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457882,11,0,2524,518045,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457883,12,0,2524,518046,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457884,13,0,2524,518194,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457885,14,0,2524,518036,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457886,15,0,2524,518034,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457887,16,0,2524,516266,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457888,17,0,2524,516267,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457889,18,0,2524,516244,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457890,19,0,2524,516245,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457891,20,0,2524,516093,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457892,21,0,2524,516268,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457893,22,0,2524,516089,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457894,23,0,2524,515161,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457895,24,0,2524,516085,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457896,25,0,2524,515146,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457897,26,0,2524,515171,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457898,27,0,2524,515003,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457899,28,0,2524,516103,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457900,29,0,2524,515087,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457901,30,0,2524,515088,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457902,31,0,2524,515054,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457903,32,0,2524,516080,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457904,33,0,2524,516083,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457905,34,0,2524,516086,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457906,35,0,2524,516087,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457907,36,0,2524,516097,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457908,37,0,2524,515139,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457909,38,0,2524,515140,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457910,39,0,2524,515028,241,4,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457911,1,0,2524,500800,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457912,2,0,2524,500851,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457913,3,0,2524,500951,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457914,4,0,2524,501403,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457915,5,0,2524,502950,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457916,6,0,2524,502900,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457917,7,0,2524,518045,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457918,8,0,2524,518046,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457919,9,0,2524,518194,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457920,10,0,2524,518036,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457921,11,0,2524,518034,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457922,12,0,2524,516266,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457923,13,0,2524,516267,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457924,14,0,2524,516244,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457925,15,0,2524,516245,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457926,16,0,2524,516093,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457927,17,0,2524,516268,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457928,18,0,2524,516089,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457929,19,0,2524,515161,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457930,20,0,2524,516085,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457931,21,0,2524,515146,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457932,22,0,2524,515171,241,7,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457933,1,1,2524,516090,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457934,2,1,2524,516092,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457935,3,1,2524,516094,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457936,4,1,2524,516096,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457937,5,1,2524,516264,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457938,6,1,2524,518033,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457939,7,1,2524,518035,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457940,8,1,2524,518037,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457941,9,1,2524,518083,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457942,10,1,2524,518084,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457943,11,1,2524,518085,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457944,12,1,2524,502901,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457945,13,1,2524,502951,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457946,14,1,2524,501452,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457947,15,1,2524,501501,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457948,16,1,2524,501551,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457949,17,1,2524,500603,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457950,18,1,2524,502351,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457951,19,1,2524,512020,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457952,20,1,2524,512021,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457953,21,1,2524,512022,241,12,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457954,1,1,2524,515139,241,14,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457955,2,1,2524,515140,241,14,2018-05-14 22:55:43.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457956,3,1,2524,515028,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457957,4,1,2524,516081,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457958,5,1,2524,516082,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457959,6,1,2524,515064,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457960,7,1,2524,515153,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457961,8,1,2524,516088,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1457962,9,1,2524,516090,241,14,2018-05-14 22:55:44.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453638,4,1,347,514467,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453639,5,1,347,514194,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453640,6,1,347,514195,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453641,7,1,347,514196,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453642,8,1,347,514197,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453643,9,1,347,514198,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453644,10,1,347,514199,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453645,11,1,347,514200,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453646,12,1,347,514428,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453647,13,1,347,514201,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453648,14,1,347,514534,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453649,15,1,347,514202,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453650,16,1,347,514232,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453651,17,1,347,514233,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453652,18,1,347,514204,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453653,19,1,347,514205,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453654,20,1,347,514405,241,3,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453655,1,1,347,500156,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453656,2,1,347,514020,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453657,3,1,347,514021,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453658,4,1,347,514467,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453659,5,1,347,514023,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453660,6,1,347,514024,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453661,7,1,347,514025,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453662,8,1,347,514026,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453663,9,1,347,514027,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453664,10,1,347,514028,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453665,11,1,347,514029,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453666,12,1,347,514030,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453667,13,1,347,514031,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453668,14,1,347,514032,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453669,15,1,347,514033,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453670,16,1,347,514037,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453671,17,1,347,514035,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453672,18,1,347,514036,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453673,19,1,347,514204,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
1453674,20,1,347,514205,241,13,2018-05-14 22:55:34.000,1,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
